序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
13554,学院009,专业043,班级092,S000001842,学生1830,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13555,学院007,专业015,班级025,S000000943,学生939,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13556,学院007,专业015,班级027,S000000416,学生416,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13557,学院001,专业001,班级004,S000002283,学生2263,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13558,学院001,专业001,班级004,S000002266,学生2247,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13559,学院001,专业001,班级004,S000000085,学生085,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13560,学院005,专业012,班级102,S000002200,学生2183,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13561,学院005,专业012,班级102,S000002197,学生2180,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13562,学院005,专业012,班级144,S000002637,学生2614,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13563,学院006,专业032,班级048,S000002449,学生2429,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13564,学院010,专业024,班级039,S000000714,学生714,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13565,学院006,专业022,班级054,S000001978,学生1965,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13566,学院011,专业028,班级103,S000001423,学生1417,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13567,学院006,专业032,班级053,S000001691,学生1681,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13568,学院011,专业028,班级112,S000001502,学生1493,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13569,学院006,专业032,班级047,S000001942,学生1929,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13570,学院014,专业056,班级081,S000001985,学生1972,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13571,学院002,专业004,班级005,S000000011,学生011,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13572,学院002,专业004,班级006,S000000854,学生852,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13573,学院008,专业079,班级129,S000002090,学生2075,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13574,学院011,专业054,班级082,S000002053,学生2039,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13575,学院011,专业054,班级149,S000002546,学生2524,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13576,学院006,专业036,班级052,S000000822,学生821,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13577,学院017,专业080,班级132,S000002145,学生2129,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13578,学院006,专业030,班级045,S000000733,学生733,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13579,学院008,专业020,班级035,S000000648,学生648,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13580,学院009,专业041,班级062,S000001032,学生1028,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13581,学院001,专业050,班级074,S000001194,学生1189,光电效应普朗克常数 大物2,9周,星期五,8,10,教师008,29,3
13582,学院007,专业015,班级026,S000001659,学生634,光电效应普朗克常数 大物2,9周,星期五,11,13,教师008,28,3
